url;price;currencyId;categoryId;picture;name;category1;category2;category3;category4;category5;category6;category7;Бренд;Холодопроизводительность (кВт);Теплопроизводительность (кВт);Тип Кондиционера;Артикул;Тип Блока;Тип Хладоагента;Инверторное управление;Класс Энергоэфективности: Охлаждение;Класс Энергоэфективности: Обогрев;Потребляемая мощность: Охлаждение (кВт);Потребляемая мощность: Обогрев (кВт);Рабочий Ток: Охлаждение (А);Рабочий Ток: Обогрев (А);Размер НЕТТО: Высота (мм);Размер НЕТТО: Ширина (мм);Размер НЕТТО: Глубина (мм);Вес НЕТТО (кг);Рабочий уровень шума (дБ);Источник питания;Размер соед. Труб: фаза - Жидкость;Размер соед. Труб: фаза - Газ;Допустимая уличная Температура: Охлаждение (°С);Допустимая уличная Температура: Обогрев (°С);Максимальная длина трассы (м);Максимальный перепад высот (м);Тип вн. Блока;Маркетинговые баллы;Наличие Пульта Управления
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/cb24l_n32r0_vnutrenniy_blok_tm_lg/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/d42/d42d18ac4f7fd16fd155985de466292e.jpeg,http://pt.loc/image/providers/optim/picture/af7/af76721df6c77a39c7484b8149e6c4bc.jpeg,http://pt.loc/image/providers/optim/picture/8c2/8c21e7c24cbdd7cb34a53fa5d3926221.jpeg";"CB24L.N32R0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"7";"8";"Полупром";"000009816";"Внутренний";"R410A";"Да";"A";"A";"2.4";"2.2";"1";"1";"190";"1100";"700";"31";"35";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"50";"30";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/cm18_n14r0_vnutrenniy_blok_tm_lg/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/833/8334f629cf107c8569b253c97a102fb5.jpeg,http://pt.loc/image/providers/optim/picture/bb4/bb435cd59c30d4028ac090ffd59b1851.jpeg,http://pt.loc/image/providers/optim/picture/003/003d5655acb5e3171bda77a9db44721f.jpeg";"CM18.N14R0  Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"5";"5.5";"Полупром";"000009098";"Внутренний";"R410A";"Да";"A";"A";"1.54";"1.66";"0.4";"0.4";"270";"900";"700";"23.8";"30";"Однофазный (220В, 50Hz)";"6,35 (1/4)";"12,7 (1/2)";"43";"-15";"";"";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/cm24_n14r0_vnutrenniy_blok_tm_lg/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/a1f/a1f13fa8d32dc6fb9a22a7c1fd3e2474.jpeg,http://pt.loc/image/providers/optim/picture/d9f/d9f07fc3e39a329e79ee9e155c6a73e7.jpeg,http://pt.loc/image/providers/optim/picture/95d/95d1f2fc1b7becf1113b8f727c605a28.jpeg";"CM24.N14R0  Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"7";"8";"Полупром";"000010146";"Внутренний";"R410A";"Да";"A";"A";"2.34";"2.49";"0.5";"0.5";"270";"900";"700";"24.2";"32";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"";"";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/ub36w_ng2r0_vnutrenniy_blok_tm_lg/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/3e0/3e0218a00e2acdcb3a658067e0cf5d59.jpeg,http://pt.loc/image/providers/optim/picture/4f1/4f1eb14c0af8537f12dff5cefec415fb.jpeg,http://pt.loc/image/providers/optim/picture/494/49401d85d19a1c779e4bbf93ec0e978a.jpeg";"UB36W.NG2R0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"";"";"Полупром";"000009645";"Внутренний";"R410A";"Да";"A";"A";"";"";"";"";"";"";"";"";"";"";"";"";"43";"-15";"";"";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/ub70_n94r0_vnutrenniy_blok_tm_lg/";"0";"RUR";"725";"";"UB70.N94R0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"";"";"";"";"000017629";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/ub70w_n94r0_vnutrenniy_blok_tm_lg/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/8d6/8d666bc974a60afb89cd1193d73667f9.jpeg,http://pt.loc/image/providers/optim/picture/acc/accd7c24671ae7e6ce02e00d9dc7a694.jpeg,http://pt.loc/image/providers/optim/picture/386/38692a547d48abde09e0187847a10db0.jpeg";"UB70W.N94R0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"19";"22.4";"Полупром";"000013523";"Внутренний";"R410A";"Да";"A";"A";"6.69";"6.4";"3";"3";"458";"1563";"791";"90";"40";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"";"43";"-15";"";"";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/ub85_n94r0_vnutrenniy_blok_tm_lg/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/0f2/0f211d0eeba3a821cca46ebe194f9b52.jpeg,http://pt.loc/image/providers/optim/picture/d94/d94e71136873a40ad0bf8c8af74b5f1e.jpeg,http://pt.loc/image/providers/optim/picture/ffc/ffc22d765e15dbb0e2b575c943575948.jpeg";"UB85.N94R0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"23";"27";"Полупром";"000010582";"Внутренний";"R410A";"Да";"A";"A";"8.19";"8.31";"3";"3";"458";"1563";"791";"90";"40";"Однофазный (220В, 50Hz)";"12,7 (1/2)";"";"43";"-15";"";"";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/ub85w_n94r0_vnutrenniy_blok_tm_lg/";"0";"RUR";"725";"";"UB85W.N94R0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"";"";"";"";"000015329";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/um18wc_n11r0_vnutrenniy_blok_tm_lg_smart/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/b5b/b5bc76c0bbaed2cc470ede107874ce13.jpeg";"UM18WC.N11R0 Внутренний блок ТМ LG SMART";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"5.5";"5.8";"VRF";"000016941";"Внутренний";"R410A";"Да";"A";"A";"0.08";"0.08";"0.53";"0.53";"270";"900";"700";"23.8";"36";"Однофазный (220В, 50Hz)";"6,35 (1/4)";"12,7 (1/2)";"";"";"";"";"Канальные";"50";""
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/um24wc_n11r0_vnutrenniy_blok_tm_lg_smart/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/f08/f08de8f6ddb983c04836504e35b02f18.jpeg";"UM24WC.N11R0 Внутренний блок ТМ LG SMART";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"8.1";"8.6";"VRF";"000016942";"Внутренний";"R410A";"Да";"A";"A";"0.09";"0.09";"0.6";"0.6";"270";"900";"700";"24.2";"37";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"";"";"";"";"Канальные";"50";""
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/um30_n14r0_vnutrenniy_blok_tm_lg/";"0";"RUR";"725";"";"UM30.N14R0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"";"";"";"";"000017619";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/um30wc_n11r0_vnutrenniy_blok_tm_lg_smart/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/82b/82ba21df68a1386bc511dbb6d7480d7a.jpeg";"UM30WC.N11R0 Внутренний блок ТМ LG SMART";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"8.4";"8.8";"VRF";"000016943";"Внутренний";"R410A";"Да";"A";"A";"0.15";"0.15";"0.8";"0.8";"270";"900";"700";"25.3";"39";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"";"";"";"";"Канальные";"50";""
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/um36_n24r0_vnutrenniy_blok_tm_lg/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/4d1/4d18f77a3ee208fa1ead436c6842da28.jpeg,http://pt.loc/image/providers/optim/picture/b64/b6470d218f6214ff1f12745958df4f79.jpeg,http://pt.loc/image/providers/optim/picture/8cd/8cdc58173bebc50c143085887ed08f89.jpeg";"UM36.N24R0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"10";"11";"Полупром";"000013613";"Внутренний";"R410A";"Да";"A";"A";"3.06";"3.2";"1.3";"1.3";"270";"1250";"700";"36";"33";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"";"";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/um36wc_n21r0_vnutrenniy_blok_tm_lg_smart/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/5b8/5b8e3490509b8fd22c481147b16d3378.jpeg";"UM36WC.N21R0 Внутренний блок ТМ LG SMART";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"11";"11.7";"VRF";"000016944";"Внутренний";"R410A";"Да";"A";"A";"0.21";"0.21";"1.3";"1.3";"270";"1250";"700";"36";"38";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"";"";"";"";"Канальные";"50";""
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/um42_n24r0_vnutrenniy_blok_tm_lg/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/6da/6daaf2895709f5470026d86913acb57d.jpeg,http://pt.loc/image/providers/optim/picture/b80/b80c5eede419dc01a3360b624f0f79db.jpeg,http://pt.loc/image/providers/optim/picture/a4b/a4b32442f3624601515a92cd51294975.jpeg";"UM42.N24R0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"12.5";"14";"Полупром";"000010687";"Внутренний";"R410A";"Да";"A";"A";"3.89";"3.49";"1.5";"1.5";"270";"1250";"700";"37";"34";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"";"";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/um48_n34r0_vnutrenniy_blok_tm_lg/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/eb2/eb2bfc1e3397627512c39df044f5c38b.jpeg,http://pt.loc/image/providers/optim/picture/848/848cb40afb9997b4ee3f0e527a2722e2.jpeg,http://pt.loc/image/providers/optim/picture/0f3/0f3152bc7aef4a34fc7962da4c7db35b.jpeg";"UM48.N34R0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"14";"15.5";"Полупром";"000014487";"Внутренний";"R410A";"Да";"A";"A";"4.36";"4.42";"1.1";"1.1";"360";"1250";"700";"41.5";"36";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"";"";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/um48wc_n31r0_vnutrenniy_blok_tm_lg_smart/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/cd4/cd4de3cae4d179ddb35b5fc6561cf98c.jpeg";"UM48WC.N31R0 Внутренний блок ТМ LG SMART";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"15";"16.5";"VRF";"000016945";"Внутренний";"R410A";"Да";"";"";"0.18";"0.18";"1.1";"1.1";"360";"1250";"700";"42.3";"41";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"19,05 (3/4)";"";"";"";"";"Канальные";"50";""
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/um60_n34r0_vnutrenniy_blok_tm_lg/";"0";"RUR";"725";"http://pt.loc/image/providers/optim/picture/d0b/d0ba35824ededdce9edc0a9779f030a0.jpeg,http://pt.loc/image/providers/optim/picture/ac5/ac5b56c09b9aa0ee57acb1231b4b54d6.jpeg,http://pt.loc/image/providers/optim/picture/f75/f7590068a29403098a161bf69497b667.jpeg";"UM60.N34R0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"LG";"15";"16.9";"Полупром";"000010245";"Внутренний";"R410A";"Да";"A";"A";"5.09";"4.53";"1.65";"1.65";"360";"1250";"700";"41.5";"38";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"";"";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_invertornye_lg/um60wc_n31r0_vnutrenniy_blok_tm_lg_smart_1/";"0";"RUR";"725";"";"UM60WC.N31R0 Внутренний блок ТМ LG SMART";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;инверторные&quot; (LG)";"";"";"";"";"";"";"";"000016919";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_neinvertornye_lg/ub18_nhdr0_vnutrenniy_blok_tm_lg/";"0";"RUR";"726";"http://pt.loc/image/providers/optim/picture/e23/e23672199fc419b5fcf9bb88d4384745.jpeg,http://pt.loc/image/providers/optim/picture/5a4/5a476b5e542176c1adf41c1d77282448.jpeg,http://pt.loc/image/providers/optim/picture/237/237bdb79e29f5fd93b21fadadde8e03c.jpeg";"UB18.NHDR0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;неинверторные&quot; (LG)";"";"";"";"LG";"5";"5.8";"Полупром";"000008551";"Внутренний";"R410A";"Нет";"A";"A";"1.96";"2.18";"0.92";"0.92";"260";"880";"450";"35";"34";"Однофазный (220В, 50Hz)";"6,35 (1/4)";"12,7 (1/2)";"43";"-15";"50";"30";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_neinvertornye_lg/ub24_nhdr0_vnutrenniy_blok_tm_lg/";"0";"RUR";"726";"http://pt.loc/image/providers/optim/picture/7a0/7a0644a2136f4b23a92ed60193d7bbcb.jpeg,http://pt.loc/image/providers/optim/picture/d02/d0298a59c245027874bf722c5b905fa3.jpeg,http://pt.loc/image/providers/optim/picture/248/248778cdd479f990989be217b8efa228.jpeg";"UB24.NHDR0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;неинверторные&quot; (LG)";"";"";"";"LG";"7";"7.4";"Полупром";"000008552";"Внутренний";"R410A";"Нет";"A";"A";"2.49";"2.6";"0.92";"0.92";"260";"880";"450";"35";"36";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"40";"30";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_neinvertornye_lg/ub30_ngdr0_vnutrenniy_blok_tm_lg/";"0";"RUR";"726";"http://pt.loc/image/providers/optim/picture/d34/d347b4e16cc9fbf4b2ff8f90d7bb3af1.jpeg,http://pt.loc/image/providers/optim/picture/cc7/cc79685b612a4bf5b38534da350e13ec.jpeg,http://pt.loc/image/providers/optim/picture/c90/c90a7a6879ca0de521f88a97704596e6.jpeg";"UB30.NGDR0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;неинверторные&quot; (LG)";"";"";"";"LG";"8";"9";"Полупром";"000008553";"Внутренний";"R410A";"Нет";"A";"A";"3.6";"3.2";"1.34";"1.34";"298";"1180";"450";"38";"38";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"50";"30";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_neinvertornye_lg/ub36_ngdr0_vnutrenniy_blok_tm_lg/";"0";"RUR";"726";"http://pt.loc/image/providers/optim/picture/a35/a35d2ed42703d2fe742837c9b1f22bd9.jpeg,http://pt.loc/image/providers/optim/picture/a6b/a6b539903683f8a7ef305d1d3b1703d3.jpeg,http://pt.loc/image/providers/optim/picture/756/756da81c90621b141502a524d4fae87f.jpeg";"UB36.NGDR0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;неинверторные&quot; (LG)";"";"";"";"LG";"10";"11";"Полупром";"000008554";"Внутренний";"R410A";"Нет";"A";"A";"4";"3.6";"1.42";"1.42";"298";"1180";"450";"38";"39";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"50";"30";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_neinvertornye_lg/ub48_nrdr0_vnutrenniy_blok_tm_lg/";"0";"RUR";"726";"http://pt.loc/image/providers/optim/picture/c09/c094ea2f3af9bec4c4df024586803c97.jpeg,http://pt.loc/image/providers/optim/picture/72e/72e84a15bcb88eabe338c18b334e4f4c.jpeg,http://pt.loc/image/providers/optim/picture/d2f/d2f296d992f8407279526bf5ed31d924.jpeg";"UB48.NRDR0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;неинверторные&quot; (LG)";"";"";"";"LG";"13.4";"15";"Полупром";"000008555";"Внутренний";"R410A";"Нет";"A";"A";"5.84";"5.2";"3.65";"3.65";"380";"1230";"590";"60";"42";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"50";"30";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_neinvertornye_lg/ub60_nrd_vnutrenniy_blok_tm_lg/";"0";"RUR";"726";"http://pt.loc/image/providers/optim/picture/0b0/0b07cac87022ba823a4941ff9605e0c4.jpeg";"UB60.NRD Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;неинверторные&quot; (LG)";"";"";"";"LG";"15";"17";"Полупром";"000009902";"Внутренний";"R410A";"Нет";"A";"A";"6.3";"5";"3.65";"3.65";"380";"1230";"590";"62";"44";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"50";"30";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kanalnogo_tipa_neinvertornye_lg/ub60_nrdr0_vnutrenniy_blok_tm_lg/";"0";"RUR";"726";"http://pt.loc/image/providers/optim/picture/35f/35f9363232149ffdb3a3dce332d2a976.jpeg,http://pt.loc/image/providers/optim/picture/bb5/bb532ad3e656540cf2a4f8c5cc626880.jpeg,http://pt.loc/image/providers/optim/picture/bcf/bcfd84992963a69f1de24492737bd404.jpeg";"UB60.NRDR0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. канального типа &quot;неинверторные&quot; (LG)";"";"";"";"LG";"15";"17";"Полупром";"000008556";"Внутренний";"R410A";"Нет";"A";"A";"6.3";"5";"3.65";"3.65";"380";"1230";"590";"62";"44";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"50";"30";"Канальные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kassetnogo_tipa_neinvertornye_lg/ut12_nrdr0_vnutrenniy_blok_tm_lg/";"0";"RUR";"727";"http://pt.loc/image/providers/optim/picture/9c9/9c93c98e51a17be1a11b3d4b6b3805dc.jpeg,http://pt.loc/image/providers/optim/picture/0d7/0d70b9b39477599e856e23271e9fa7d1.jpeg,http://pt.loc/image/providers/optim/picture/611/61160ef2dba132d2fb8560e2832d9ad8.jpeg";"UT12.NRDR0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. кассетного типа &quot;неинверторные&quot; (LG)";"";"";"";"LG";"3.5";"3.75";"Полупром";"000008557";"Внутренний";"R410A";"Нет";"A";"A";"1.29";"1.32";"0.3";"0.3";"269";"570";"570";"19";"35";"Однофазный (220В, 50Hz)";"6,35 (1/4)";"9,52 (3/8)";"43";"-15";"15";"10";"Кассетные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kassetnogo_tipa_neinvertornye_lg/ut18_nqdr0_vnutrenniy_blok_tm_lg/";"0";"RUR";"727";"http://pt.loc/image/providers/optim/picture/dc8/dc8cacee5eafbbf4a079adbbbba13975.jpeg,http://pt.loc/image/providers/optim/picture/ce3/ce33d240ad8e86d08da46fb75b5cfc94.jpeg,http://pt.loc/image/providers/optim/picture/3fa/3fadb10421d656102eaf8a0c6f1d0367.jpeg";"UT18.NQDR0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. кассетного типа &quot;неинверторные&quot; (LG)";"";"";"";"LG";"5";"5.67";"Полупром";"000008643";"Внутренний";"R410A";"Нет";"A";"A";"1.85";"1.93";"0.3";"0.3";"269";"670";"670";"19";"39";"Однофазный (220В, 50Hz)";"6,35 (1/4)";"12,7 (1/2)";"43";"-15";"50";"30";"Кассетные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kassetnogo_tipa_neinvertornye_lg/ut24_npdr0_vnutrenniy_blok_tm_lg/";"0";"RUR";"727";"http://pt.loc/image/providers/optim/picture/853/8533f607b4c70849c084cbcad53f9b99.jpeg,http://pt.loc/image/providers/optim/picture/b30/b303934ee2d7f933504d39a092bd6dd4.jpeg,http://pt.loc/image/providers/optim/picture/36f/36f7a3ad9b7de78f5c1b8f19cf617966.jpeg";"UT24.NPDR0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. кассетного типа &quot;неинверторные&quot; (LG)";"";"";"";"LG";"7";"7.5";"Полупром";"000008788";"Внутренний";"R410A";"Нет";"A";"A";"2.49";"2.6";"0.6";"0.6";"204";"840";"840";"21";"37";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"40";"30";"Кассетные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kassetnogo_tipa_neinvertornye_lg/ut30_vnutrenniy_blok_tm_lg/";"0";"RUR";"727";"http://pt.loc/image/providers/optim/picture/907/9070a305c4b8c0249202b2885bca1275.jpeg,http://pt.loc/image/providers/optim/picture/05f/05f3db9528b44a91b6832630293545f5.jpeg,http://pt.loc/image/providers/optim/picture/d5e/d5e952ffd39f4e215b338fa49b4decef.jpeg";"UT30 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. кассетного типа &quot;неинверторные&quot; (LG)";"";"";"";"LG";"8";"9";"Полупром";"000008558";"Внутренний";"R410A";"Нет";"A";"A";"2.5";"2.72";"0.6";"0.6";"204";"840";"840";"";"37";"";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"";"";"Кассетные";"50";"Да"
"http://b2b.optim-m.ru/catalog/vn_bl_kassetnogo_tipa_neinvertornye_lg/ut30_npdr0_vnutrenniy_blok_tm_lg/";"0";"RUR";"727";"http://pt.loc/image/providers/optim/picture/b14/b14d867cb030b61d0a7c741789f61d4d.jpeg,http://pt.loc/image/providers/optim/picture/22c/22c88350443c7509a531610404f8ed68.jpeg,http://pt.loc/image/providers/optim/picture/0f2/0f2133eee8ab324ff76714663f7bf78e.jpeg";"UT30.NPDR0 Внутренний блок ТМ LG";"Бытовой и Полупромышленный Климат";"Полупромышленное Кондиционирование";"LG";"Вн. бл. кассетного типа &quot;неинверторные&quot; (LG)";"";"";"";"LG";"8";"9";"Полупром";"000008789";"Внутренний";"R410A";"Нет";"A";"A";"3.62";"3.6";"0.6";"0.6";"204";"840";"840";"21";"40";"Однофазный (220В, 50Hz)";"9,52 (3/8)";"15,88 (5/8)";"43";"-15";"50";"30";"Кассетные";"50";"Да"
